track_name,artist_name,genre,lyrics
Stranger Girl,The Slapbacks,rock,"

love you girl, yes i do, just you wait and see, your gunna be the one, the one for me, love you, love you, love you stranger girl, my stranger girl, oooh ooh ooh ooh ooohh, i saw you standing there oh﻿ you looked so fine, saw you standing their and knew i wud make you mine! love you girl, yes i do, just you wait and see, your gunna be the one, the one for me, love you, love you, love you stranger girl, my stranger girl, oooh ooh ooh ooh ooohh. i saw you standing there oh﻿ you looked so fine, saw you standing their and knew i wud make you mine! love you girl, yes i do, just you wait and see, your gunna be the one, the one for me,love you, love you, love you stranger girl, my stranger girl, i saw you standing there oh﻿ you looked so fine, saw you standing their and knew i wud make you mine! love you girl, yes i do, just you wait and see, your gunna be the one, the one for me, love you, love you, love you stranger girl, my stranger girl

"
Rebels Rule,Stray Cats,rock,teenage rebels rule okayi'll be damned if i work all dayi think that you look okayi won't even look your wayteenage rebels out all nightteenage rebels drink and fightrockabilly rebel don't go to schoolteenage rebel rule rule rulehey hey hey heyteenage rebels rule okayi'll be damned if i work all dayi think that you look okayi won't even look your wayteenage rebels out all nightteenage rebels drink and fightrockabilly rebel don't go to schoolteenage rebel rule rule rulehey hey hey heyyou look like something that the cat dragged inyeah well you look something of an assembly linei think it's high time you pay some renti'd rather leave home and live in a tentthe principal say you've been cuttin' classwell you can take that school and shove it up your assthat music you're playing is way too loudooh rock and roll is never too loud
You Give Love A Bad Name,Bon Jovi,rock,"

[intro]
shot through the heart and you're to blame
darling, you give love a bad name

[verse 1]
an angel's smile is what you sell
you promise me heaven, then put me through hell
chains of love got a hold on me
when passion's a prison, you can't break free

[pre-chorus]
whoa, you're a loaded gun, yeah
whoa, there's nowhere to run
no one can save me, the damage is done

[chorus]
shot through the heart and you're to blame
you give love a bad name (bad name)
i play my part and you play your game
you give love a bad name (bad name)
yeah, you give love a bad name

[verse 2]
paint your smile on your lips
blood red nails on your fingertips
a school boy's dream, you act so shy
your very first kiss was your first kiss goodbye

[pre-chorus]
whoa, you're a loaded gun
whoa, there's nowhere to run
no one can save me, the damage is done

[chorus]
shot through the heart and you're to blame
you give love a bad name (bad name)
i play my part and you play your game
you give love a bad name (bad name)
you give love a...

[guitar solo]

[chorus]
oh, shot through the heart and you're to blame
you give love a bad name
i play my part and you play your game
you give love a bad name (bad name)
shot through the heart and you're to blame
you give love a bad name (bad name)
i play my part and you play your game
you give love a bad name (bad name)

[outro]
you give love
you give love, bad name
you give love
you give love, bad name
you give love
you give love, bad name

"
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,rock,"[verse 1]she packed my bags last night, pre-flightzero hour: 9:00 a.mand i'm gonna be high as a kite by theni miss the earth so much, i miss my wifeit's lonely out in spaceon such a timeless flight[chorus]and i think it's gonna be a long, long time'til touchdown brings me 'round again to findi'm not the man they think i am at homeoh no, no, noi'm a rocket manrocket man, burning out his fuse up here aloneand i think it's gonna be a long, long time'til touchdown brings me 'round again to findi'm not the man they think i am at homeoh no, no, noi'm a rocket manrocket man, burning out his fuse up here alone[verse 2]mars ain't the kind of place to raise your kidsin fact, it's cold as helland there's no one there to raise them if you didand all this science i don't understandit's just my job five days a weeka rocket mana rocket man"
Mayhem,Imelda May,rock,"he said he didn’t even hear trains let alone the few wordsthe ladies maybe sayin’ about himshe freaks and tells her closest friend that she’ll never love againbut she’ll never, no not everlive without himwouldn’t believe it, if you seen itoh, mayhem doo doo doopyeah, mayhem doo doo doopyeah, mayhem doo doo doopa lotta mayhem, woh oh oh yeahshe said he didn’t mean a thing so she threw her diamond ringout the window of a black cab in camdenhe couldn’t take it, what she didso he threw a hissy fit and he took it out on anyone at randomwouldn’t believe it, if you seen itoh, mayhem doo doo doopyeah, mayhem doo doo doopyeah, mayhem doo doo doopa lotta mayhem, woh oh oh yeahdinning sound, lights spinning round, some mothers’ songotta fight or got to run run run runrun run run run run"
Dagny,The Playtones,rock,"

inte visste vi vad kärlek var
förr'n lilla dagny kom till stan
nu sitter vi där och doppar skorporna
på kafé sjuan hela dan
och alla så ropar vi i kör att:

dagny, kom hit och spill
oh, oh, oh, dagny, fem droppar till
hör hur mitt hjärta sjunger trall dill dill

solbrun gick hon mellan våra bord
ja, hon var nästan alldeles svart
vi satt och tryckte på små kärleksord
men liksom kom ej någon vart
för så fort nå'n försökte skrek dom andra:
dagny, . . . . 

vi spelade på grammofonen där
och titta' snett uppå varann
wienerbröna, mazarinerna och
sockerkakorna försvann
i fyra små feta killar som sjöng:
dagny, . . . . 

allting hade kanske slutat bra
om inte dagny sagt en dag:
hejsan älsklingar, nu bjuder jag
och ni får ta vad ni vill ha
oj, oj, vad vi svällde upp på grund av:
dagny, .. . . . 

i saligt rus av hennes vackra ord
vi glömde bort att säga tack
vi åt och drack så allihopa sprack
och i tapeten sa det smack!
ruinerna sjunger ännu där om:
dagny, kom hit och spill
oh, oh, oh, dagny, fem droppar till
hör hur mitt hjärta sjunger trall dill
hör hur mitt hjärta sjunger trall dill
hör hur mitt hjärta sjunger trall dill dill

"
World Away,Tonight Alive,rock,[verse 1]a part of me always believedi must have brought this on myself'cause i'm not where i want to beand every time i want to change my lifeit just feels like trying to turn water into wine[chorus]it doesn't have to be a world awayi can hear the song like it’s inside of mei know that if i get to know my paini unlock a hundred different doors to better days[verse 2]though i take hit after hiti realise the higher reason is accepting challenges as giftsand through the fighti never really knew that i would find myselfthat’s why i give my thanks to you[chorus]it doesn't have to be a world awayi can hear the song like it’s inside of mei know that if i get to know my paini unlock a hundred different doors to better days
Rock Around With Ollie Vee,Buddy Holly,rock,"

wo-hell, we're gonna rock to the rhythm and the blues tonight
rock, 'cause everything gonna be alright
'cause tonight we're gonna rock to the rhythm and the blues

well, i got a little gal called ollie vee
ollie vee comes from memphis, memphis tennessee
and tonight we're gonna rock-a-rock around with ollie vee
ollie, ollie vee

ollie vee says she's gonna do me right tonight
i'm going to wear my blue suede shoes tonight
and tonight we're gonna rock-a-rock around with ollie vee
ollie, ollie vee

well, we're gonna rock to the rhythm and the blues tonight
rock, 'cause everything gonna be alright
'cause tonight we're gonna rock to the rhythm and the blues
go!

[break]

wo-hell, we're gonna rock to the rhythm and the blues tonight
rock, 'cause everything gonna be alright
'cause tonight we're gonna rock to the rhythm and the blues

i'm going to shout, laugh, holler and giggle tonight
i'm going to shake it just a little in the middle of the night
'cause tonight we're gonna rock-a-rock around with ollie vee
ollie, ollie vee

well hey mister cop look out tonight
if you try to put a stop to me tonight
'cause tonight we're gonna rock-a-rock around with ollie vee
ollie, ollie, ollie

wo-hell, we're gonna rock to the rhythm and the blues tonight
rock, 'cause everything gonna be alright
'cause tonight we're gonna rock to the rhythm and the blues

wo-hell, we're gonna rock to the rhythm and the blues tonight
rock, 'cause everything gonna be alright
'cause tonight we're gonna rock to the rhythm and the blues

"
Misery Business,Paramore,rock,"[intro]hit that, hit that snare[verse 1]i'm in the business of misery, let's take it from the topshe's got a body like an hourglass, it's ticking like a clockit's a matter of time before we all run outwhen i thought he was mine, she caught him by the mouthi waited eight long months, she finally set him freei told him i couldn't lie, he was the only one for metwo weeks and we caught on fireshe's got it out for me, but i wear the biggest smile[chorus]whoa, i never meant to bragbut i got him where i want him nowwhoa, it was never my intention to bragto steal it all away from you nowbut god, does it feel so good'cause i got him where i want him nowand if you could, then you know you would'cause god, it just feels soit just feels so good[verse 2]second chances, they don't ever matter, people never changeonce a whore, you're nothing more, i'm sorry, that'll never changeand about forgiveness, we're both supposed to have exchangedi'm sorry, honey, but i passed it up, now look this waywell, there's a million other girls who do it just like youlooking as innocent as possible to get to whothey want and what they like, it's easy if you do it rightwell i refuse, i refuse, i refuse!"
Somebody To Love - Remastered 2011,Queen,rock,"[intro]can anybody find me somebody to love?[verse 1]ooh, each morning i get up, i die a littlecan barely stand on my feet (take a look at yourself)take a look in the mirror and cry (in the mirror and cry, yeah, yeah)lord, what you're doing to mei have spent all my years in believing youbut i just can't get no relief, lord[chorus]somebody (somebody)ooh, somebody (somebody)can anybody find me somebody to love?yeah[verse 2]i work hard (he works hard)every day of my lifei work 'til i ache my bonesat the end (at the end of the day)i take home my hard-earned pay all on my own(goes home, goes home on his own)i get down (down) on my knees (knees)and i start to pray (praise the lord)'til the tears run down from my eyes, lord"
This Love,The Baseballs,rock,"

i was so high i did not recognize
the fire burning in her eyes
the chaos that controlled my mind
whispered goodbye and she got on a plane
never to return again
but always in my heart (in my heart)

this love has taken its toll on me
she said goodbye too many times before
her heart is breaking in front of me
i have no choice cause i won't say goodbye anymore

oh oh oh....

i tried my best to feed her appetite
keep her coming every night
so hard to keep her satisfied
kept playing love like it was just a game
pretending to feel the same
then turn around and leave again (leave again)

this love has taken its toll on me
she said goodbye too many times before
her heart is breaking in front of me
i have no choice cause i won't say goodbye anymore

oh oh oh...

i'll fix these broken things
repair your broken wings
and make sure everything's alright
my pressure on your hips
sinking my fingertips
into every inch of you
cause i know that's what you want me to do

this love has taken its toll on me
she said goodbye too many times before
her heart is breaking in front of me
i have no choice cause i won't say goodbye anymore

this love has taken its toll on me
she said goodbye too many times before
her heart is breaking in front of me
i have no choice cause i won't say goodbye anymore

"
Rock and Roll Music,Chuck Berry,rock,"

just let me hear some of that rock and roll music
any old way you choose it
it's got a backbeat you can't lose it
any old time you use it
it's gotta be rock and roll music
if you wanna dance with me
if you wanna dance with me

i have no kicks against modern jazz
unless they try to play it too darned fast
and change the beauty of the melody
until it sound just like a symphony

that's why i go for that rock and roll music
any old way you choose it
it's got a backbeat you can't lose it
any old time you use it
it's gotta be rock and roll music
if you wanna dance with me
if you wanna dance with me

i took my loved one over 'cross the tracks
so she could hear my man a-wailin' sax
i must admit they have a rockin' band
man they was blowing like a hurricane

that's why i go for that rock and roll music
any old way you choose it
it's got a backbeat you can't lose it
any old time you use it
it's gotta be rock and roll music
if you wanna dance with me
if you wanna dance with me

way down south they gave a jubilee
i tell you folks they had a jamboree
and drinking beer from a wooden cup
the folks a-dancin' got all shook up

they started playing that rock and roll music
any old way you choose it
it's got a backbeat you can't lose it
any old way you use it
it's gotta be rock and roll music
if you wanna dance with me
if you wanna dance with me

say if you wanna dance with me
if you wanna dance with me
if you wanna dance with me
it's gotta be some of that
if you wanna dance with me

"
Jailhouse Rock,Elvis Presley,rock,"[verse 1]the warden threw a party in the county jailthe prison band was there and they began to wailthe band was jumping and the joint began to swingyou shoulda heard those knocked out jailbirds sing[chorus]let's rock, everybody, let's rockeverybody in the whole cell blockwas dancing to the jailhouse rock[verse 2]spider murphy played the tenor saxophonelittle joey blowing on the slide trombonethe drummer boy from illinois went crash, boom, bangthe whole rhythm section was the purple gang[chorus]let's rock, everybody, let's rockeverybody in the whole cell blockwas dancing to the jailhouse rock[verse 3]number forty-seven said to number three""you the cutest jailbird i ever did seei sure would be delighted with your companycome on and do the jailhouse rock with me"""
Aqualung,Jethro Tull,rock,"

[hook]
sitting on a park bench
eyeing little girls with bad intent
snot running down his nose
greasy fingers smearing shabby clothes
hey, aqualung
drying in the cold sun
watching as the frilly panties run
hey, aqualung
feeling like a dead duck
spitting out pieces of his broken luck
whoa, aqualung

[chorus]
sun streaking cold, an old man wandering lonely
taking time the only way he knows
leg hurting bad as he bends to pick a dog-end
he goes down to the bog and warms his feet
feeling alone, the army's up the road
salvation a la mode and a cup of tea
aqualung my friend, don't you start away uneasy
you poor old sod, you see, it's only me

[verse]
do you still remember
december's foggy freeze?
when the ice that
clings on to your beard was
screaming agony (hey!)
and you snatch your rattling last breaths
with deep-sea-diver sounds
and the flowers bloom like
madness in the spring

[chorus]
sun streaking cold, an old man wandering lonely
taking time the only way he knows
leg hurting bad as he bends to pick a dog-end
he goes down to the bog and warms his feet
oh-oh-oh-oh-oh
feeling alone, the army's up the road
salvation a la mode and a cup of tea
aqualung my friend, don't you start away uneasy
you poor old sod, you see, it's only me
me-me-me-me-me
oh-oh-oh-oh-oh

[guitar solo]

[bridge]
dee-dee-dee-dee
dee-dee-dee-dee-dee-dee-dee
dee-dee-dee-dee-dee-dee
dee-dee-dee-dee
aqualung, my friend, don't you start away uneasy
you poor old sod, you see, it's only me

[hook]
sitting on a park bench
eyeing little girls with bad intent
snot running down his nose
greasy fingers smearing shabby clothes
hey, aqualung
drying in the cold sun
watching as the frilly panties run
hey, aqualung
feeling like a dead duck
spitting out pieces of his broken luck
hey, aqualung

[outro]
whoa, aqualung

"
You Don't Believe Me,Stray Cats,rock,"i never understand what you do to mebut i'll never get right down on bended kneebut i cry and i cry and i cryi don't think you know you've done me wrongbut still i've been in love now oh so longbut i try and i try and i tryand you don't believe mei give you my house, my heart, my homewhen i'm gone you're not aloneyou never hear a thing i sayand it happens every daywhy, why, why, why, why, why are you never home ?while i, i, i, i, i, sit here by the phone'cause i try and i try and i tryand you don't believe meoh lord, i give you my house, my heart, my homewhen i'm gone you're not aloneyou never hear a thing i sayand it happens every daywhy, why, why, why, why, why are you never home ?while i, i, i, i, i, sit here by the phone'cause i try and i try and i tryand you don't believe mewell i try and i try and i tryand you don't believe mewell i try and i try and i tryand you don't believe me"
The Come Up,Shaman's Harvest,rock,"[verse 1]i tried praying the sun downi screamed at the mountainthought it might fall down at my feetbut i felt the rageit was changing direction, oh nopushin' and pullin' on meit made me believe in an unseen enemycreatures that seethe in the darkgnashin' their teethhow can you breathewhen your fear eclipses the fire?[chorus]can't you see i'm fallin'?i could use a hand getting off of the floordon't you hear me callin'?i can't fight alone anymore[verse 2]lets get this mojo on the come upget satisfied, ain't nobody lookin' for sympathystop wastin' time and get back on the grindeven king kong got nothin' on meonce i could see i was my own enemymy demons pushin' me to the darkit's in my eyes, how far i'd risewith my fears burning in a pyre"
Aerials,System Of A Down,rock,"

[verse 1: serj tankian]
life is a waterfall
we're one in the river and one again after the fall
swimming through the void, we hear the word
we lose ourselves, but we find it all
'cause we are the ones that wanna play
always wanna go, but you never wanna stay
and we are the ones that wanna choose
always wanna play, but you never wanna lose

[chorus: serj tankian]
aerials in the sky
when you lose small mind, you free your life

[verse 2: serj tankian]
life is a waterfall
we drink from the river then we turn around and put up our walls
swimming through the void, we hear the word
we lose ourselves, but we find it all
'cause we are the ones that wanna play
always wanna go, but you never wanna stay
and we are the ones that wanna choose
always wanna play, but you never wanna lose, oh

[chorus: serj tankian]
aerials in the sky
when you lose small mind, you free your life
aerials, so up high
when you free your eyes, eternal prize

[outro: serj tankian with daron malakian]
aerials in the sky
when you lose small mind, you free your life
aerials, so up high
when you free your eyes, eternal prize
ah, ah, ah, ah, ah, ah
ah, ah, ah-ah, ah-ah, ah-ah-ah
ah, ah, ah, ah, ah, ah
ah, ah, ah-ah, ah-ah, ah-ah, om

"
Heaven's On Fire,KISS,rock,"

[intro]
uh-uh-uh-uh-uh-uh-uuuuuhhhh

[verse 1]
i look at you and my blood boils hot
i feel my temperature rise
i want it all, give me what you got
there's hunger in your eyes
i'm getting closer, baby hear me breathe (hah, hah, hah)
you know the way to give me what i need
just let me love you and you'll never leave

[chorus]
feel my heat taking you higher
burn with me, heaven's on fire
paint the sky with desire
angel fly, heaven's on fire

[verse 2]
i got a fever raging in my heart
you make me shiver and shake
baby don't stop
take it to the top, eat it like a piece of cake
you're coming closer, i can hear you breathe (hah, hah, hah)
you drive me crazy when you start to tease
you could bring the devil to his knees

[chorus]
feel my heat taking you higher
burn with me, heaven's on fire
paint the sky with desire
angel fly, heaven's on fire

[bridge]
oooohhh-oh heaven's on fire, oooohhh-oh heaven's on fire, oooohhh-oh

[verse 3]
i'm getting closer, baby hear me breathe (hah, hah, hah)
you know the way to give me what i need
just let me love you and you'll never leave

[outro]
feel my heat taking you higher
burn with me, heaven's on fire
paint the sky with desire
angel fly, heaven's on fire
feel my heat taking you higher
burn with me, heaven's on fire
paint the sky with desire
angel fly, heaven's on fire
feel my heat taking you higher
burn with me, heaven's on fire
paint the sky with desire
angel fly, heaven's on fire

"
Enemies,Shinedown,rock,"

[verse 1]
listen up, there's not a moment to spare
it's quite a drop from the top, so how you feeling down there?
it’s a cold, cruel, harsh reality
caught stuck here with your enemies

[pre-chorus]
who do you think you are
tearing us all apart?
where did you think you could go?
'cause everyone already knows
it’s twenty to one
yeah, so you better run

[chorus]
you got the world on its knees
you’re taking all that you please
you want more (you want more)
but you’ll get nothing from me
you’re like the burden we bear
you’re all the hate that we share
you want more (you want more)
but you’ll get nothing from me
but enemies
enemies

[verse 2]
you started something that you just couldn't stop
you turned the ones that you love into the angriest mob
and their one last wish is that you pay for it
and there's no way you're getting out of this

[pre-chorus]
who do you think you are
tearing us all apart?
where did you think you could go?
'cause everyone already knows
it’s twenty to one
yeah, so you better run

[chorus]
you got the world on its knees
you’re taking all that you please
you want more (you want more)
but you’ll get nothing from me
you’re like the burden we bear
you’re all the hate that we share
you want more (you want more)
but you’ll get nothing from me
but enemies
enemies
enemies

[pre-chorus]
where did you think you could go?
'cause everyone already knows
it’s twenty to one
yeah, so you better run

[chorus]
you've got the world on its knees
you've taken all that you please
you want more (you want more)
but you’ll get nothing from me
you're like the burden we bear
you’re all the hate that we share
you want more (you want more)
but you'll get nothing from me (but enemies)

[outro]
you've got the world on its knees
you've taken all that you please (enemies)
you want more (you want more)
but you’ll get nothing from me (but enemies)
you're like the burden we bear
you’re all the hate that we share (enemies)
you want more (you want more)
but you’ll get nothing from me
but enemies
enemies
enemies

"
Cryin',Aerosmith,rock,"[verse 1]there was a timewhen i was so broken heartedlove wasn't much of a friend of minethe tables have turned, yeah'cause me and them ways have partedthat kind of love was the killin' kindnow listenall i want is someone i can't resisti know all i need to know by the way that i got kissed[chorus]i was cryin' when i met younow i'm trying to forget youlove is sweet miseryi was cryin' just to get younow i'm dying 'cause i let youdo what you do down on me[bridge]now there's not even breathing roombetween pleasure and painyeah, you cry when we're making lovemust be one and the same[verse 2]it's down on meyeah i got to tell you one thingit's been on my mindgirl, i gotta saywe're partners in crimeyou got that certain somethingwhat you give to metakes my breath awaynow the word out on the streetis the devil's in your kissif our love goes up in flamesit's a fire i can't resist"
Click Click Boom,Saliva,rock,"[verse 1]all those saturdays when kids go out and playyo, i was up in my room – i let the stereo blazewasn't faded, not jadedjust a kid with a pad and pen and a big imaginationall this, i seek, i findi push the envelope to the linemake it, break it, take ituntil i'm overrated[chorus]click, click, boom!i'm comin' down on the stereohear me on the radioclick, click, boom!i'm comin' down with a new styleand you know it's buck wildclick, click, boom!i'm on the radio stationtourin' 'round the nationleavin' the scene in devastation[post-chorus]i can see it in my mindi can see it in their eyesit's close enough to touch it nowbut far away enough to die"
Patience,Guns N' Roses,rock,"[intro]one, two, one, two, three, four*whistling*[verse 1]shed a tear 'cause i'm missin' you, i'm still alright to smilegirl, i think about you every day nowwas a time when i wasn't sure, but you set my mind at easethere is no doubt you're in my heart now[chorus]said, woman, take it slow and it'll work itself out fineall we need is just a little patiencesaid, sugar, make it slow and we'll come together fineall we need is just a little patiencepatience, mm yeah...[verse 2]i sit here on the stairs 'cause i'd rather be aloneif i can't have you right now, i'll wait, dearsometimes i get so tense, but i can't speed up the timebut you know, love, there's one more thing to consider[chorus]said, woman, take it slow and things will be just fineyou and i'll just use a little patiencesaid, sugar, take the time 'cause the lights are shinin' brightyou and i've got what it takes to make itwe won't fake it, aw, i'll never break it, 'cause i can't take it"
Take Me Out,Franz Ferdinand,rock,"[intro]so if you're lonely, you know i'm here waiting for youi'm just a cross-hair, i'm just a shot away from youand if you leave here, you leave me broken, shattered i liei'm just a cross-hair, i'm just a shot, then we can dieoh, oh, ohi know i won't be leaving here with you[verse 1]i say, don't you know?you say you don't knowi say: take me outi say you don't showdon't move, time is slowi say: take me out[instrumental break][verse 2]well, i say you don't knowyou say you don't knowi say: take me outif i move, this could dieif eyes move, this could diei want you to take me out"
Why Don't You Dance,John Lindberg Trio,rock,"

like a bird singing songs from yesterday
like a leave shaking in the trees
well if you digging to the rhythm and hold on to the beat
this will really get you going so get up on your feet
why don’t you dance?
dance just like me
come on and dance
dance just like me
my soul is burning and my head is in a spin
wipe the dirt from your tiptoe shoes and jump right in
the stereo is playing a little richard song
let’s go crazy, let’s roll it on
why don’t you dance?
dance just like me
come on and dance
dance just like me
well, we’re in the groove
temptation is getting close
i’m losing all my sorrow
i’m just heading for higher notes
so we’d be digging to the rhythm and hold on to the beat
this will really get you going so get up on your feet
why don’t you dance?
dance just like me
come on and dance
dance just like me
why don’t you dance?
dance just like me
come on and dance
dance just like me
why don’t you dance?
dance just like me
come on and dance
dance just like me
why don’t you dance?
dance just like me
come on and dance
dance just like me

"
Miss Take,Horrorpops,rock,"

so there it lies, the whole mistake
it eats away on us, it feeds on my mistakes

your satisfied smile, tells me its not all right
like a father you watch me confess to all my lies

did it again, i made a mistake
your right now, aren't you satisfied

so maybe you were right
maybe i'm not worth the fight
you being right is not always that nice

i wish we had the nerve
to be as we were
i wish i could find the root to all good

"
Here I Go Again,Whitesnake,rock,"[verse 1]i don't know where i'm goingbut, i sure know where i've beenhanging on the promises in songs of yesterdayand i've made up my mindi ain't wasting no more timethough i keep searching for an answeri never seem to find what i'm looking foroh lord, i pray you give me strength to carry on[pre-chorus]cause i know what it meansto walk along the lonely street of dreams[chorus]here i go again on my owngoing down the only road i've ever knownlike a drifter i was born to walk aloneand i've made up my mindi ain't wasting no more time[verse 2]i'm just another heart in need of rescuewaiting on love's sweet charityan' i'm gonna hold on for the rest of my days"
All For You,Imelda May,rock,"

watch my lips while i'm telling you this
yeah it's all for you
every flick of the wrist, every swing of the hips
yeah its all for you
when i toss my hair, throw my head in the air
it's all for you
every hook, every clip every twitch of the zip
it's all for you
i'm spelling it out it's not written in code
i want you so much i think i'm gonna explode
watch my lips while i'm telling you this it's all for you
all for you
when i move real slow, babe i want you to know
it's all for you
every bump every grind oh i think that you'll find that
it's all for you
i'm spelling it out it's not written in code
i want you so much i think i'm gonna explode
watch my lips while i'm telling you this it's all for you
all for you

"
Marie Marie,Matchbox,rock,"come on skinny love just last the yearpour a little salt we were never heremy, my, my, my, my, my, my, mystaring at the sink of blood and crushed veneeri tell my love to wreck it allcut out all the ropes and let me fallmy, my, my, my, my, my, my, myright in the moment this order's talland i told you to be patientand i told you to be fineand i told you to be balancedand i told you to be kindin the morning i'll be with youbut it will be a different ""kind""'cause i'll be holding all the ticketsand you'll be owning all the finescome on skinny love what happened heresuckle on the hope in lite brassieremy, my, my, my, my, my, my, mysullen load is full so slow on the splitand i told you to be patientand i told you to be fineand i told you to be balancedand i told you to be kind"
Baby Blue Eyes,Stray Cats,rock,"

your baby blue eyes that you promised tonight have got me in a mess
why don't you do right and quit try to fight everytime we get this stress
your sugar daddy and your money man, well ain't gonna treat you right
you better do something baby whether wrong or right
oh baby tonight's the night

they say that love is a wonderfull game and it happens everyday
oh why oh why did you pick on me and make things happen this way
you got stars in one eye and lies in the other. now which am i gonna believe
you better do something baby whether wrong or right
oh baby tonight's the night

they say that love is a wonderfull game and it happens everyday
oh why oh why did you pick on me and make things happen this way
you got stars in one eye and lies in the other. now which am i gonna believe
you better do something baby whether wrong or right
oh baby tonight's the night

you're baby blue eyes that you promised tonight have got me in a mess
why don't you do right and quit try to fight everytime we get this stress
your sugar daddy and your money man, well ain't gonna treat you right
you better do something baby whether wrong or right
oh baby tonight's the night

"
This Is War,Thirty Seconds To Mars,rock,"[verse 1]a warning to the peoplethe good and the evilthis is warto the soldier, the civilianthe martyr, the victimthis is war[pre-chorus]it's the moment of truth and the moment to liethe moment to live and the moment to diethe moment to fight, the moment to fightto fight, to fight, to fight[chorus]to the right, to the leftwe will fight to the deathto the edge of the earthit's a brave new worldfrom the last to the firstto the right, to the leftwe will fight to the deathto the edge of the earthit's a brave new worldit's a brave new world"
Funnel Of Love,Wanda Jackson,rock,"here i gofalling down, down, downmy mind is a blankmy head is spinning around and aroundas i go deep into the funnel of loveit's such a crazy, crazy feelingi get weak in the kneesmy poor old head is a reelin'as i go deep into the funnel of lovei tried and i tried, to run and hidei even tried to run awayya just can't run from the funnel of loveit's bound to get ya somedayit's such a crazy, crazy feelingi get weak in the kneesmy poor old head is a reelin'as i go deep into the funnel of lovei tried and i tried, to run and hidei even tried to run awayya just can't run from the funnel of loveit's bound to get ya someday"
Young And Menace,Fall Out Boy,rock,"[verse 1]we've gone way too fast for way too longand we were never supposed to make it half this farand i lived so much life, lived so much lifei think that god is gonna have to kill me twicekill me twice like my name was nikki sixxi woke up in my shoes again but somewhere you exist singing[chorus]oops i, did it again, i forgot what i was losing my mind aboutoh, i only wrote this down to make you press rewindand send a message: i was young and a menace[breakdown (chopped sample)]young and a menace[verse 2]woke up on the wrong side of realityand there's a madness that's just coursing right through meand as far as the time, far as the timenot sure i'm there yet but i'm certain i've arrived[chorus]oops i, did it again, i forgot what i was losing my mind aboutoh, i only wrote this down to make you press rewindand send a message: i was young and a menace"
Run,Foo Fighters,rock,"

[intro]
wake up
run for your life with me
wake up
run for your life with me

[chorus]
in another perfect life
in another perfect light
we run
we run
we run

[verse 1]
the rats are on parade, another mad charade
what you gonna do?
the hounds are on the chase, everything's erased
what you gonna do?
i need some room to breathe, you can stay asleep
if you wanted to
they say that's nothing's free, you can run with me
if you wanted to
yeah, you can run with me
if you wanted to

[pre-chorus]
before the time runs out
there's somewhere to run
wake up
run for your life with me
wake up
run for your life with me

[chorus]
in another perfect life
in another perfect light
we run
we run
we run
run

[verse 2]
we are the nation's stakes, if everything's erased
what you gonna do?
i need some room to breathe, you can run with me
if you wanted to
yeah, you can run with me
if you wanted to

[pre-chorus]
before the time runs out
there's somewhere to run
wake up
run for your life with me
wake up
run for your life with me

[chorus]
in another perfect life
in another perfect light
we run
we run
we run
run

[pre-chorus]
wake up
run for your life with me
wake up
run for your life with me

[chorus]
in another perfect life
in another perfect light
we run
we run
we run
run

"
Little Darlin' - Single Version,The Diamonds,rock,"

(by maurice williams)

ah ya ya ya ya ya
ya ya ya ya ya ya ah

little darlin'
oh little darlin'
oh ho where are you
my love-ah i was wrong-ah
to try to love you

ah ooh ah ooh ah ohh ah

no way-ah
that my love-ah
was just for you
for only you

(spoken)

my darlin' i need you
to call my own
and never do wrong

to hold in mine
your little hand
i'll know too soon
that all is so grand
please hold my hand

my dear-ah
i was wrong-ah
to try to love you

ah ooh ah ooh ah ohh ah

no way-ah
that my love-ah
was just for you
for only you

"
Californication,Red Hot Chili Peppers,rock,"[verse 1]psychic spies from china try to steal your mind's elationan' little girls from sweden dream of silver screen quotationand if you want these kind of dreams, it's californicationit's the edge of the world and all of western civilizationthe sun may rise in the east at least it settled in a final locationit's understood that hollywood sells californication[pre-chorus 1]pay your surgeon very well to break the spell of agingcelebrity skin, is this your chin or is that war you're waging?firstborn unicornhardcore soft porn[chorus]dream of californicationdream of californicationdream of californicationdream of californication[verse 2]marry me, girl, be my fairy to the world, be my very own constellationa teenage bride with a baby inside getting high on informationand buy me a star on the boulevard, it's californicationspace may be the final frontier but it's made in a hollywood basementand cobain, can you hear the spheres singing songs off station to station?and alderaan's not far away, it's californication"
Dr. Feelgood,Mötley Crüe,rock,"[verse 1]rat-tailed jimmy is a second hand hooddeals out in hollywoodgot a '65 chevy, primered flamestraded for some powdered goodsjigsaw jimmy, he's the one in the gamebut i hear he's doin' okaygot a cozy little job selling the mexican mobpackages the candy cane[chorus 1]he's the one they call dr. feelgoodhe's the one that makes ya feel all righthe's the one they call dr. feelgood[verse 2]cops on the corner always ignoresomebody's getting paidjimmy's got it wired, law's for hiregot it made in the shadegot a little hideaway, does business all daybut at night he'll always be foundsellin' sugar to the sweetpeople on the streetcall this jimmy's town"
